Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
888,0.529206,0.321745,0.537644,0.317469,0.551336,0.306157,0.545296,0.264522,0.545725,0.21339,0.561697,0.345814,0.563788,0.338631,0.567236,0.322965,0.566222,0.274727,0.569045,0.218905,0.504504,0.116895,0.50847,0.123008,0.513712,0.138468,0.547506,0.128746,0.563453,0.133905,0.588079,0.22852,0.591019,0.21684,0.596301,0.182551,0.594842,0.142913,0.57498,0.136571,0.573462,0.0896017,0.57126,0.117176,0.57138,0.129486,0.572325,0.139393,0.568648,0.160865,0.565604,0.175234,0.563044,0.187184,0.561859,0.201832,0.558819,0.211358,0.559355,0.114194,0.566276,0.109705,0.558769,0.108037,0.580868,0.111648,0.559763,0.106988,0.5714,0.331275,0.56311,0.330442,0.548516,0.311726,0.553791,0.315435,0.568058,0.342672,0.559572,0.341778,0.535004,0.318918,0.540237,0.322742,0.565967,0.348634,0.55734,0.347702,0.526271,0.32193,0.531484,0.325823,0.594842,0.142913,0.596301,0.182551,0.591019,0.21684,0.547506,0.128746,0.513712,0.138468,0.50847,0.123008,0.569045,0.218905,0.566222,0.274727,0.567236,0.322965,0.563788,0.338631,0.545725,0.21339,0.545296,0.264522,0.551336,0.306157,0.537644,0.317469,
889,0.529202,0.32174,0.537645,0.317474,0.551343,0.306176,0.545274,0.264501,0.545686,0.213378,0.56173,0.345804,0.563805,0.338619,0.567233,0.322951,0.566213,0.274718,0.568984,0.218896,0.504423,0.116711,0.508429,0.122873,0.513692,0.138352,0.547548,0.128731,0.563408,0.133901,0.588042,0.228538,0.590952,0.216854,0.596212,0.18256,0.5948,0.142893,0.574932,0.136569,0.573427,0.0895836,0.571218,0.117164,0.571337,0.129482,0.572278,0.13939,0.568598,0.160859,0.565553,0.175227,0.562993,0.187176,0.561819,0.201826,0.558772,0.211348,0.559228,0.114126,0.566155,0.109649,0.558677,0.107979,0.580777,0.111629,0.559751,0.106965,0.57139,0.331259,0.563098,0.330427,0.548525,0.311756,0.553797,0.315459,0.568072,0.342659,0.559584,0.341766,0.535007,0.318929,0.540236,0.322749,0.566,0.348623,0.55737,0.347692,0.526269,0.32193,0.531478,0.325817,0.5948,0.142893,0.596212,0.18256,0.590952,0.216854,0.547548,0.128731,0.513692,0.138352,0.508429,0.122873,0.568984,0.218896,0.566213,0.274718,0.567233,0.322951,0.563805,0.338619,0.545686,0.213378,0.545274,0.264501,0.551343,0.306176,0.537645,0.317474,
890,0.529199,0.321741,0.537641,0.317476,0.551342,0.306186,0.545307,0.264454,0.545633,0.213362,0.56175,0.34579,0.563816,0.338604,0.56723,0.322935,0.566168,0.274707,0.568925,0.218886,0.504347,0.116563,0.508372,0.12271,0.51364,0.138248,0.547564,0.128728,0.56336,0.133891,0.587982,0.228559,0.590879,0.21688,0.596158,0.182585,0.594742,0.142901,0.57488,0.136556,0.573397,0.0895651,0.571172,0.117148,0.571288,0.12947,0.572235,0.139381,0.568561,0.16085,0.565515,0.175216,0.562952,0.187164,0.561772,0.20182,0.558718,0.211338,0.559108,0.114062,0.566041,0.109598,0.558591,0.107923,0.580687,0.111614,0.559737,0.106933,0.571385,0.331242,0.563092,0.330411,0.548518,0.311765,0.553789,0.315471,0.568081,0.342643,0.559593,0.341751,0.535,0.31893,0.54023,0.322752,0.566019,0.348608,0.557389,0.347679,0.526265,0.321929,0.531474,0.325819,0.594742,0.142901,0.596158,0.182585,0.590879,0.21688,0.547564,0.128728,0.51364,0.138248,0.508372,0.12271,0.568925,0.218886,0.566168,0.274707,0.56723,0.322935,0.563816,0.338604,0.545633,0.213362,0.545307,0.264454,0.551342,0.306186,0.537641,0.317476,
891,0.529196,0.321735,0.537639,0.317473,0.551345,0.306195,0.545329,0.264421,0.545585,0.213342,0.561768,0.345783,0.563826,0.338595,0.567222,0.322922,0.566153,0.274691,0.568869,0.218873,0.50427,0.116409,0.508303,0.12256,0.513589,0.13816,0.54758,0.128706,0.563328,0.133863,0.58793,0.228586,0.590815,0.216909,0.596099,0.182613,0.594693,0.142906,0.574842,0.136529,0.573356,0.0895446,0.571137,0.117125,0.571256,0.129448,0.572204,0.139368,0.56852,0.160839,0.565469,0.175204,0.562902,0.187151,0.561725,0.201804,0.558668,0.211321,0.559,0.114021,0.565935,0.109564,0.558511,0.107884,0.580607,0.111596,0.559723,0.106902,0.571383,0.331224,0.563091,0.330401,0.548513,0.311772,0.553784,0.315481,0.568094,0.342629,0.559605,0.341746,0.534994,0.318926,0.540223,0.322751,0.56604,0.348597,0.557409,0.347676,0.526261,0.321921,0.53147,0.325814,0.594693,0.142906,0.596099,0.182613,0.590815,0.216909,0.54758,0.128706,0.513588,0.13816,0.508303,0.12256,0.568869,0.218873,0.566153,0.274691,0.567222,0.322922,0.563826,0.338595,0.545585,0.213342,0.545329,0.264421,0.551345,0.306195,0.537639,0.317473,
892,0.529195,0.321728,0.537637,0.317471,0.551344,0.306204,0.545327,0.264404,0.545571,0.213331,0.56179,0.345758,0.563837,0.33857,0.567221,0.322898,0.566099,0.274678,0.568842,0.218862,0.504159,0.116277,0.508222,0.122405,0.513549,0.138046,0.547615,0.128724,0.56328,0.133872,0.587879,0.228615,0.590744,0.216937,0.596025,0.18264,0.594642,0.142908,0.574789,0.136536,0.573321,0.0895248,0.571088,0.117116,0.571207,0.129449,0.572166,0.139366,0.568498,0.160831,0.565452,0.175195,0.562887,0.187141,0.561712,0.201799,0.55865,0.211312,0.558895,0.113944,0.565835,0.109498,0.558432,0.107822,0.580525,0.11157,0.5597,0.106884,0.571378,0.331199,0.563084,0.330377,0.548509,0.311788,0.55378,0.315494,0.568104,0.342604,0.559615,0.341722,0.534991,0.318928,0.54022,0.32275,0.566061,0.348571,0.557429,0.347652,0.526259,0.321917,0.531468,0.325806,0.594642,0.142908,0.596025,0.18264,0.590744,0.216937,0.547615,0.128724,0.513549,0.138046,0.508222,0.122405,0.568842,0.218862,0.566099,0.274678,0.567221,0.322898,0.563837,0.33857,0.545571,0.213331,0.545327,0.264404,0.551344,0.306204,0.537637,0.317471,
893,0.529187,0.321724,0.537628,0.317468,0.551334,0.306208,0.545357,0.264366,0.545539,0.213312,0.561813,0.345747,0.563855,0.338556,0.567232,0.322881,0.566079,0.274664,0.568794,0.218852,0.504048,0.116143,0.508133,0.122263,0.513499,0.137932,0.547645,0.128753,0.563249,0.13385,0.587837,0.228639,0.590681,0.216964,0.595944,0.182662,0.594594,0.142907,0.574748,0.136515,0.573264,0.0894943,0.571047,0.117091,0.571177,0.129431,0.572144,0.139355,0.568472,0.160821,0.565422,0.175185,0.562852,0.187129,0.561684,0.201789,0.558614,0.211299,0.5588,0.113889,0.56574,0.109446,0.558355,0.107776,0.580449,0.11153,0.559671,0.106862,0.571384,0.33118,0.563091,0.330357,0.548497,0.311801,0.553769,0.315502,0.56812,0.342589,0.55963,0.341705,0.534981,0.31893,0.540211,0.322747,0.566083,0.348559,0.557451,0.347639,0.526252,0.321916,0.531461,0.3258,0.594594,0.142907,0.595944,0.182662,0.590681,0.216964,0.547645,0.128753,0.513499,0.137932,0.508133,0.122263,0.568794,0.218852,0.566079,0.274664,0.567232,0.322881,0.563855,0.338556,0.545539,0.213312,0.545357,0.264366,0.551334,0.306208,0.537628,0.317468,
894,0.529186,0.321717,0.537627,0.317464,0.551334,0.306214,0.545374,0.264332,0.545532,0.213302,0.561806,0.345727,0.563849,0.338537,0.567223,0.322861,0.566002,0.274642,0.568779,0.218836,0.503953,0.115986,0.508034,0.122136,0.513439,0.137847,0.547676,0.128715,0.563223,0.133854,0.587787,0.228678,0.590613,0.216997,0.595862,0.182694,0.594564,0.142911,0.574718,0.136518,0.573216,0.0894716,0.571012,0.11708,0.57115,0.129428,0.572123,0.139347,0.568462,0.160809,0.565415,0.175171,0.562847,0.187115,0.561678,0.201783,0.558605,0.211288,0.55872,0.113828,0.565659,0.109387,0.55829,0.10773,0.580383,0.111492,0.559647,0.106857,0.571383,0.331158,0.563089,0.33034,0.548494,0.311813,0.553765,0.315511,0.568117,0.342568,0.559627,0.341689,0.534979,0.31893,0.540208,0.322744,0.566078,0.348538,0.557447,0.347623,0.526251,0.321911,0.531461,0.325792,0.594564,0.142911,0.595862,0.182694,0.590613,0.216997,0.547676,0.128715,0.513439,0.137847,0.508034,0.122136,0.568779,0.218836,0.566002,0.274642,0.567223,0.322861,0.563849,0.338537,0.545532,0.213302,0.545374,0.264332,0.551334,0.306214,0.537627,0.317464,
895,0.529187,0.321708,0.537625,0.317457,0.551335,0.306216,0.545388,0.264314,0.545485,0.21328,0.561817,0.34571,0.563851,0.33852,0.567217,0.322847,0.565991,0.274635,0.568722,0.218829,0.503825,0.115835,0.50792,0.122014,0.513417,0.137754,0.547725,0.128683,0.563201,0.133835,0.587753,0.228707,0.590543,0.217025,0.595764,0.182718,0.594533,0.142903,0.574688,0.136505,0.573164,0.0894488,0.570982,0.117062,0.571131,0.129416,0.572103,0.139344,0.568427,0.160806,0.565372,0.175166,0.562798,0.187108,0.561631,0.201767,0.558555,0.211273,0.558632,0.113785,0.565571,0.109345,0.55822,0.107695,0.580315,0.111458,0.559627,0.106844,0.57137,0.331145,0.563076,0.330325,0.548479,0.311803,0.553752,0.315511,0.568116,0.342552,0.559627,0.341672,0.534969,0.318915,0.5402,0.322739,0.566087,0.348521,0.557455,0.347604,0.526247,0.321895,0.531459,0.325787,0.594533,0.142903,0.595764,0.182718,0.590543,0.217025,0.547725,0.128683,0.513417,0.137754,0.50792,0.122014,0.568722,0.218829,0.565991,0.274635,0.567217,0.322847,0.563851,0.33852,0.545485,0.21328,0.545388,0.264314,0.551335,0.306216,0.537625,0.317457,
896,0.529183,0.321703,0.537621,0.317455,0.551331,0.30622,0.545397,0.264268,0.545452,0.213256,0.561824,0.345695,0.563852,0.338504,0.567206,0.32283,0.565984,0.274624,0.56866,0.218819,0.503699,0.115695,0.507819,0.121894,0.513371,0.137672,0.547767,0.128646,0.563192,0.133808,0.587711,0.228734,0.590469,0.217051,0.595683,0.182743,0.594519,0.142903,0.574683,0.136476,0.5731,0.0894153,0.57096,0.117034,0.571122,0.129393,0.572082,0.139328,0.568396,0.160793,0.565336,0.175153,0.562758,0.187094,0.561602,0.201754,0.558513,0.211258,0.558557,0.113742,0.56549,0.109297,0.558155,0.107662,0.580254,0.111407,0.559607,0.106832,0.571359,0.331126,0.563065,0.330309,0.548474,0.311812,0.553747,0.315518,0.568117,0.342534,0.559627,0.341657,0.534964,0.318916,0.540195,0.322738,0.566095,0.348504,0.557463,0.347591,0.526243,0.321892,0.531455,0.325781,0.594519,0.142903,0.595683,0.182743,0.590469,0.217051,0.547767,0.128646,0.513371,0.137672,0.507819,0.121894,0.56866,0.218819,0.565984,0.274624,0.567206,0.32283,0.563852,0.338504,0.545452,0.213256,0.545397,0.264268,0.551331,0.30622,0.537621,0.317455,
897,0.529177,0.321689,0.537613,0.317447,0.551323,0.306219,0.545421,0.264244,0.54544,0.21324,0.56182,0.345675,0.56385,0.338488,0.56721,0.322817,0.565935,0.274606,0.568632,0.218808,0.503566,0.115566,0.507713,0.121779,0.513343,0.137583,0.547813,0.12862,0.563159,0.133803,0.587659,0.228758,0.590407,0.217079,0.595602,0.182769,0.594477,0.142905,0.574643,0.136469,0.573063,0.0893887,0.570921,0.117016,0.571088,0.129384,0.572058,0.13932,0.568382,0.160783,0.565325,0.175142,0.562746,0.187082,0.561594,0.201747,0.558496,0.211246,0.558481,0.113676,0.565416,0.109236,0.558095,0.107608,0.580192,0.11137,0.559583,0.106814,0.571358,0.331114,0.563065,0.330294,0.54846,0.311814,0.553735,0.315519,0.568112,0.342519,0.559623,0.341638,0.534954,0.31891,0.540186,0.32273,0.566089,0.348487,0.557457,0.347569,0.526236,0.321879,0.531449,0.325767,0.594477,0.142905,0.595602,0.182769,0.590407,0.217079,0.547813,0.12862,0.513343,0.137583,0.507713,0.121779,0.568632,0.218808,0.565935,0.274606,0.56721,0.322817,0.56385,0.338488,0.54544,0.21324,0.545421,0.264244,0.551323,0.306219,0.537613,0.317447,
898,0.529154,0.321684,0.537589,0.317444,0.551295,0.306222,0.545439,0.264198,0.545402,0.21323,0.561798,0.345665,0.563835,0.338479,0.567206,0.322813,0.565903,0.274599,0.568581,0.218806,0.503427,0.11544,0.5076,0.121659,0.513303,0.137525,0.54785,0.128558,0.563149,0.133781,0.587617,0.228778,0.590337,0.217101,0.595505,0.182789,0.594457,0.142896,0.574627,0.136448,0.572983,0.0893621,0.57089,0.116995,0.571078,0.129368,0.572049,0.139313,0.568363,0.160777,0.565299,0.175136,0.562714,0.187075,0.561561,0.201746,0.558456,0.211242,0.55841,0.113648,0.565339,0.1092,0.558028,0.107589,0.580129,0.111322,0.559546,0.106814,0.571355,0.331113,0.563063,0.330291,0.548435,0.311829,0.55371,0.315525,0.568098,0.342512,0.55961,0.34163,0.53493,0.318914,0.540163,0.322726,0.566067,0.348477,0.557437,0.347558,0.526213,0.32188,0.531427,0.32576,0.594457,0.142896,0.595505,0.182789,0.590337,0.217101,0.54785,0.128558,0.513303,0.137525,0.5076,0.121659,0.568581,0.218806,0.565903,0.274599,0.567206,0.322813,0.563835,0.338479,0.545402,0.21323,0.545439,0.264198,0.551295,0.306222,0.537589,0.317444,
899,0.529154,0.321671,0.537588,0.317433,0.551292,0.306218,0.545438,0.264168,0.545387,0.213212,0.561803,0.345638,0.563836,0.338453,0.567198,0.322787,0.565906,0.274589,0.568555,0.218795,0.503289,0.115361,0.507516,0.12152,0.51328,0.137449,0.547912,0.128547,0.563134,0.133782,0.58758,0.228792,0.590276,0.217115,0.595396,0.1828,0.594445,0.142877,0.574606,0.136453,0.572923,0.0893373,0.570861,0.116983,0.571066,0.129368,0.572041,0.139311,0.568355,0.160771,0.565289,0.175127,0.562702,0.187065,0.561548,0.201736,0.558438,0.211229,0.558338,0.113591,0.565263,0.10914,0.557965,0.107549,0.580069,0.111272,0.55952,0.106819,0.57135,0.331084,0.563058,0.330265,0.548435,0.311837,0.55371,0.315525,0.5681,0.342484,0.559612,0.341605,0.534931,0.318912,0.540164,0.322716,0.566073,0.348448,0.557443,0.347533,0.526215,0.321873,0.531428,0.325744,0.594445,0.142877,0.595396,0.1828,0.590276,0.217115,0.547912,0.128547,0.51328,0.137449,0.507516,0.12152,0.568555,0.218795,0.565906,0.274589,0.567198,0.322787,0.563836,0.338453,0.545387,0.213212,0.545438,0.264168,0.551292,0.306218,0.537588,0.317433,
900,0.529148,0.321671,0.537579,0.317432,0.551282,0.30622,0.545459,0.264141,0.545356,0.213192,0.561779,0.345617,0.563821,0.338436,0.567192,0.322774,0.565883,0.274576,0.568508,0.218784,0.503141,0.115262,0.507426,0.121398,0.513257,0.137392,0.547968,0.128505,0.563117,0.133779,0.587532,0.228805,0.590216,0.21713,0.59531,0.182816,0.594432,0.142869,0.574589,0.136452,0.572844,0.0893166,0.570826,0.116972,0.571049,0.129364,0.572021,0.139305,0.568336,0.160762,0.565268,0.175117,0.562677,0.187053,0.561523,0.201727,0.558403,0.211215,0.558265,0.113557,0.565184,0.109098,0.557896,0.107528,0.580004,0.111226,0.559481,0.106831,0.571351,0.331073,0.56306,0.330256,0.548414,0.31183,0.553691,0.315525,0.568087,0.342467,0.5596,0.34159,0.534916,0.318905,0.540152,0.322716,0.56605,0.348427,0.557421,0.347513,0.526206,0.321868,0.531422,0.325746,0.594432,0.142869,0.59531,0.182816,0.590216,0.21713,0.547968,0.128505,0.513257,0.137392,0.507426,0.121398,0.568508,0.218784,0.565883,0.274576,0.567192,0.322774,0.563821,0.338436,0.545356,0.213192,0.545459,0.264141,0.551282,0.30622,0.537579,0.317432,
901,0.529145,0.321665,0.537572,0.317427,0.551269,0.306216,0.545443,0.264108,0.545353,0.213175,0.561774,0.345601,0.563815,0.338418,0.567189,0.322754,0.565839,0.274571,0.568486,0.218779,0.502996,0.115145,0.507338,0.121294,0.51323,0.137314,0.548016,0.128494,0.563108,0.133765,0.587466,0.228821,0.590155,0.217156,0.595237,0.182842,0.594395,0.142878,0.574558,0.136442,0.572771,0.0892887,0.570792,0.116953,0.57104,0.129354,0.572034,0.139302,0.568349,0.160758,0.565274,0.175111,0.562677,0.187045,0.561526,0.201722,0.558396,0.211206,0.558196,0.113512,0.565109,0.109048,0.557831,0.107497,0.579942,0.111174,0.559445,0.106831,0.571345,0.331052,0.563055,0.330233,0.548396,0.311829,0.553676,0.315522,0.568081,0.342449,0.559594,0.34157,0.534905,0.318902,0.540145,0.32271,0.566043,0.348411,0.557415,0.347496,0.5262,0.321863,0.53142,0.325739,0.594395,0.142878,0.595237,0.182842,0.590155,0.217156,0.548016,0.128494,0.51323,0.137314,0.507338,0.121294,0.568486,0.218779,0.565839,0.274571,0.567189,0.322754,0.563815,0.338418,0.545353,0.213175,0.545443,0.264108,0.551269,0.306216,0.537572,0.317427,
902,0.529107,0.321658,0.537536,0.317431,0.551237,0.306234,0.545429,0.264084,0.545314,0.213167,0.561714,0.345589,0.563771,0.338413,0.567166,0.322758,0.565783,0.274558,0.568446,0.21877,0.502861,0.115052,0.507256,0.121188,0.51318,0.137246,0.548067,0.128494,0.563086,0.133759,0.587408,0.228829,0.590094,0.217182,0.59515,0.182867,0.594379,0.142879,0.574546,0.136434,0.572687,0.0892543,0.570756,0.116933,0.571019,0.129345,0.571997,0.139295,0.568307,0.160751,0.565233,0.175103,0.562637,0.187037,0.561486,0.201714,0.558356,0.211198,0.558114,0.113453,0.565022,0.108981,0.557756,0.107456,0.579871,0.111108,0.559406,0.106836,0.57133,0.33106,0.563041,0.330242,0.548361,0.311855,0.55364,0.315544,0.56804,0.342446,0.559556,0.341567,0.534868,0.31891,0.540106,0.322715,0.565985,0.3484,0.557359,0.347485,0.526162,0.32186,0.531381,0.325732,0.594379,0.142879,0.59515,0.182867,0.590094,0.217182,0.548067,0.128494,0.51318,0.137246,0.507256,0.121188,0.568446,0.21877,0.565783,0.274558,0.567166,0.322758,0.563771,0.338413,0.545314,0.213167,0.545429,0.264084,0.551237,0.306234,0.537536,0.317431,
903,0.529124,0.321637,0.537549,0.31741,0.551245,0.306215,0.545422,0.264059,0.545315,0.213142,0.561693,0.345571,0.563761,0.338392,0.567172,0.322734,0.565764,0.27455,0.568409,0.218763,0.50273,0.114959,0.507162,0.121107,0.513153,0.137176,0.548122,0.128496,0.563077,0.133766,0.587349,0.228843,0.590025,0.21721,0.595066,0.182896,0.59436,0.142888,0.574528,0.136442,0.572599,0.0892506,0.570718,0.116935,0.571008,0.12935,0.572002,0.139293,0.568323,0.160743,0.565249,0.175093,0.562648,0.187024,0.561499,0.201713,0.558348,0.211187,0.558032,0.113446,0.564933,0.108966,0.557678,0.107459,0.579798,0.111082,0.559363,0.10686,0.571334,0.331035,0.563047,0.330211,0.548367,0.311838,0.553648,0.315525,0.568028,0.342426,0.559545,0.341542,0.53488,0.318892,0.54012,0.322694,0.565962,0.348385,0.557338,0.347463,0.526178,0.321841,0.531399,0.325711,0.59436,0.142888,0.595066,0.182896,0.590025,0.21721,0.548122,0.128496,0.513153,0.137176,0.507162,0.121107,0.568409,0.218763,0.565764,0.27455,0.567172,0.322734,0.563761,0.338392,0.545315,0.213142,0.545422,0.264059,0.551245,0.306215,0.537549,0.31741,
904,0.529126,0.321637,0.537546,0.317411,0.551241,0.30622,0.545444,0.264019,0.545298,0.21312,0.561693,0.345559,0.563761,0.338383,0.567174,0.32273,0.565742,0.274535,0.56837,0.218756,0.502641,0.114832,0.507083,0.121025,0.513142,0.137111,0.548188,0.128488,0.563069,0.133742,0.587308,0.228853,0.589989,0.217229,0.594989,0.182915,0.594329,0.142889,0.574504,0.136424,0.572518,0.0892172,0.570685,0.11691,0.571002,0.129334,0.572007,0.139286,0.56832,0.160736,0.565238,0.175084,0.56263,0.187014,0.561486,0.201702,0.558325,0.211173,0.557956,0.113401,0.56485,0.108913,0.557607,0.107427,0.579732,0.111022,0.559327,0.106858,0.571335,0.331032,0.563048,0.330208,0.548349,0.311836,0.553634,0.315529,0.568028,0.342418,0.559546,0.341533,0.534869,0.318887,0.540113,0.322696,0.565962,0.348373,0.557338,0.347451,0.526175,0.321836,0.531399,0.325712,0.594329,0.142889,0.594989,0.182915,0.589989,0.217229,0.548188,0.128488,0.513142,0.137111,0.507083,0.121025,0.56837,0.218756,0.565742,0.274535,0.567174,0.32273,0.563761,0.338383,0.545298,0.21312,0.545444,0.264019,0.551241,0.30622,0.537546,0.317411,
905,0.529121,0.321634,0.537537,0.317409,0.551223,0.30622,0.54545,0.263983,0.545265,0.213108,0.561666,0.345541,0.563745,0.338369,0.567174,0.32272,0.565713,0.274527,0.56832,0.21875,0.502544,0.114709,0.507015,0.120953,0.5131,0.137043,0.548237,0.128485,0.563065,0.13372,0.587243,0.228863,0.58993,0.217247,0.594905,0.182934,0.594317,0.142886,0.5745,0.136402,0.572424,0.0891972,0.570657,0.116892,0.570997,0.129318,0.571994,0.139277,0.568294,0.16073,0.565207,0.175077,0.562595,0.187006,0.561456,0.201697,0.558287,0.211166,0.557873,0.113391,0.564759,0.108891,0.55753,0.107424,0.57966,0.110978,0.559291,0.106867,0.571334,0.331026,0.563049,0.330197,0.548335,0.311849,0.553622,0.315532,0.568011,0.342406,0.55953,0.341517,0.534861,0.318895,0.540108,0.322693,0.565934,0.348357,0.557312,0.347432,0.526169,0.32184,0.531397,0.325706,0.594317,0.142886,0.594905,0.182934,0.58993,0.217247,0.548237,0.128485,0.5131,0.137043,0.507015,0.120953,0.56832,0.21875,0.565713,0.274527,0.567174,0.32272,0.563745,0.338369,0.545265,0.213108,0.54545,0.263983,0.551223,0.30622,0.537537,0.317409,
906,0.529115,0.321627,0.537533,0.317409,0.551227,0.306233,0.545435,0.263966,0.545254,0.213079,0.56164,0.345534,0.563725,0.338361,0.567164,0.322713,0.565691,0.274519,0.568283,0.218741,0.502452,0.11459,0.506957,0.120877,0.513067,0.13698,0.548301,0.128479,0.56305,0.133717,0.587177,0.228885,0.589864,0.217273,0.59485,0.182964,0.594288,0.142905,0.574478,0.136403,0.572328,0.0891708,0.570617,0.116879,0.570984,0.129315,0.571984,0.139275,0.568282,0.160725,0.565192,0.17507,0.562575,0.186996,0.561446,0.20168,0.558267,0.211147,0.557788,0.113347,0.564666,0.108837,0.557448,0.107397,0.579584,0.110918,0.559246,0.106882,0.571325,0.331018,0.563041,0.330188,0.548327,0.311856,0.553613,0.315547,0.567991,0.342399,0.559511,0.341508,0.534851,0.318889,0.540097,0.322696,0.565907,0.348351,0.557286,0.347422,0.526161,0.321828,0.531388,0.325702,0.594288,0.142905,0.59485,0.182964,0.589864,0.217273,0.548301,0.128479,0.513067,0.13698,0.506957,0.120877,0.568283,0.218741,0.565691,0.274519,0.567164,0.322713,0.563725,0.338361,0.545254,0.213079,0.545435,0.263966,0.551227,0.306233,0.537533,0.317409,
907,0.529118,0.321625,0.537529,0.317409,0.551216,0.306235,0.545464,0.263938,0.545232,0.213063,0.561613,0.345513,0.563707,0.338343,0.567158,0.322698,0.56563,0.274506,0.568246,0.218732,0.502379,0.114487,0.506891,0.120788,0.513035,0.136916,0.548361,0.128484,0.563036,0.133714,0.587118,0.228907,0.589793,0.217304,0.594787,0.182998,0.59426,0.142924,0.574459,0.136403,0.57224,0.0891545,0.570579,0.116871,0.57097,0.129314,0.571973,0.139272,0.568271,0.160718,0.565178,0.175061,0.562558,0.186986,0.561428,0.201673,0.558242,0.211136,0.557698,0.113319,0.564569,0.108802,0.557366,0.107382,0.579506,0.110876,0.559207,0.106897,0.57132,0.331004,0.563037,0.330172,0.54831,0.311861,0.5536,0.31555,0.567973,0.342382,0.559495,0.341489,0.534844,0.318892,0.540094,0.322695,0.56588,0.348332,0.55726,0.347401,0.526161,0.321829,0.531392,0.3257,0.59426,0.142924,0.594787,0.182998,0.589793,0.217304,0.548361,0.128484,0.513035,0.136916,0.506891,0.120788,0.568246,0.218732,0.56563,0.274506,0.567158,0.322698,0.563707,0.338343,0.545232,0.213063,0.545464,0.263938,0.551216,0.306235,0.537529,0.317409,
908,0.52911,0.321616,0.537524,0.317407,0.551213,0.306243,0.545478,0.263904,0.545209,0.213043,0.56159,0.345507,0.56369,0.338336,0.567149,0.32269,0.565593,0.274497,0.568204,0.218724,0.502321,0.114382,0.506829,0.120704,0.513002,0.136843,0.548425,0.128499,0.563019,0.133703,0.587068,0.228927,0.589722,0.217331,0.594717,0.183025,0.594231,0.142938,0.57444,0.136393,0.572151,0.089129,0.570542,0.116854,0.570954,0.129304,0.571957,0.139266,0.56825,0.160712,0.565155,0.175054,0.562532,0.186977,0.561408,0.201662,0.558213,0.211123,0.557608,0.113282,0.564472,0.108756,0.557284,0.107358,0.579429,0.110823,0.559167,0.106904,0.571316,0.330996,0.563034,0.330166,0.54831,0.31188,0.553598,0.315562,0.567959,0.342375,0.559481,0.341483,0.534841,0.318897,0.540089,0.322694,0.565858,0.348324,0.557239,0.347395,0.526155,0.321824,0.531384,0.325689,0.594231,0.142938,0.594717,0.183025,0.589722,0.217331,0.548425,0.128499,0.513002,0.136843,0.506829,0.120704,0.568204,0.218724,0.565593,0.274497,0.567149,0.32269,0.56369,0.338336,0.545209,0.213043,0.545478,0.263904,0.551213,0.306243,0.537524,0.317407,
909,0.529106,0.321621,0.537515,0.317414,0.551195,0.30625,0.545482,0.263873,0.545187,0.213026,0.561554,0.345499,0.563668,0.338329,0.567148,0.322685,0.565534,0.274484,0.568169,0.218715,0.502258,0.114288,0.506774,0.120606,0.512987,0.136768,0.548488,0.128501,0.563004,0.133685,0.587021,0.228961,0.589632,0.217359,0.594664,0.183057,0.59419,0.142962,0.574417,0.136375,0.572079,0.0891121,0.570507,0.116838,0.570938,0.12929,0.571946,0.139256,0.568237,0.160702,0.565139,0.175044,0.562513,0.186966,0.561389,0.201654,0.558188,0.211112,0.557518,0.11326,0.564378,0.10873,0.557207,0.107343,0.579353,0.110792,0.559137,0.106901,0.571318,0.330992,0.563037,0.330157,0.548289,0.311895,0.553582,0.315571,0.567938,0.34237,0.559462,0.341474,0.534829,0.31891,0.540082,0.3227,0.565821,0.348318,0.557205,0.347385,0.526148,0.321834,0.531383,0.325692,0.59419,0.142962,0.594664,0.183057,0.589632,0.217359,0.548488,0.128501,0.512987,0.136768,0.506774,0.120606,0.568169,0.218715,0.565534,0.274484,0.567148,0.322685,0.563668,0.338329,0.545187,0.213026,0.545482,0.263873,0.551195,0.30625,0.537515,0.317414,
